Wort;Positive;Negative;Ekel;Freude;Furcht;Trauer;Überraschung;Verachtung;Wut
fettleibig;0;0;0;0;0;0;0;1;0
Fettmops;0;0;0;0;0;0;0;1;0
Fettsack;0;0;0;0;0;0;0;1;0
Fettwanst;0;0;0;0;0;0;0;1;0
fetzen;0;0;0;0;0;0;0;0;1
fetzig;0;0;0;1;0;0;0;0;0
Feuer;0;0;0;0;0;0;0;0;1
feuern;0;0;0;0;0;0;0;0;1
Feuersbrunst;0;0;0;0;1;0;0;0;0
Fiasko;0;0;0;0;0;1;0;0;1
Ficker;0;0;0;0;0;0;0;1;0
fidel;0;0;0;1;0;0;0;0;0
Fieberträume;0;0;0;0;0;0;0;1;0
fies;0;0;1;0;0;0;0;1;0
fieseln;0;0;0;0;0;0;0;1;0
Fiesling;0;0;1;0;0;0;0;1;0
fingern;0;0;0;0;0;0;0;1;0
finster;0;0;0;0;1;0;0;0;0
Finsterling;0;0;0;0;0;1;0;0;0
Finte;0;0;0;0;0;0;0;1;0
Firlefanz;0;0;0;0;0;0;0;1;0
fix;0;0;0;0;0;0;1;0;0
Flachpfeife;0;0;0;0;0;0;0;1;0
flachsen;0;0;0;0;0;0;0;1;0
flachsinnig;0;0;0;0;0;0;0;1;0
Flachwichser;0;0;0;0;0;0;0;1;0
Flachwitz;0;0;0;0;0;0;0;1;0
Flachzange;0;0;0;0;0;0;0;1;0
flapsig;0;0;0;0;0;0;0;1;0
Flasche;0;0;0;0;0;0;0;1;0
Flatulenz;0;0;1;0;0;0;0;0;0
flau;0;0;0;0;0;0;0;1;0
Flaute;0;0;0;0;0;1;0;0;0
Flegel;0;0;0;0;0;0;0;1;0
Fleischberg;0;0;0;0;0;0;0;1;0
flennen;0;0;0;0;0;1;0;0;0
Flickarbeit;0;0;0;0;0;0;0;1;0
Flickenteppich;0;0;0;0;0;0;0;1;0
Flickwerk;0;0;0;0;0;0;0;1;0
Fliegenschiss;0;0;0;0;0;0;0;1;0
fliehen;0;0;0;0;1;0;0;0;0
flink;0;0;0;0;0;0;1;0;0
Flitzpiepe;0;0;0;0;1;0;0;1;0
Flop;0;0;0;0;0;1;1;0;1
Floskel;0;0;0;0;0;0;0;1;0
flott;0;0;0;0;0;0;1;0;0
Fluch;0;0;0;0;1;1;0;0;0
Flucht;0;0;0;0;1;0;0;0;0
flüchten;0;0;0;0;1;0;0;0;0
flüchtig;0;0;0;0;1;0;0;0;0
Flüchtiger;0;0;0;0;1;0;0;0;0
Flüchtigkeit;0;0;0;0;1;0;0;0;0
Flüchtling;0;0;0;0;1;0;0;0;0
Fluchwort;0;0;0;0;0;0;0;1;0
flugs;0;0;0;0;0;0;1;0;0
flutschig;0;0;0;0;0;0;0;1;0
Folter;0;0;0;0;0;0;0;0;1
foppen;0;0;0;0;0;0;0;1;1
forsch;0;0;0;0;0;0;1;0;0
Fortfall;0;0;0;0;0;1;0;0;0
fortjagen;0;0;0;0;0;0;0;1;0
fortschicken;0;0;0;0;0;0;0;1;0
fortsehen;0;0;0;0;0;0;0;1;0
fortstreben;0;0;0;0;0;0;1;0;0
Fortuna;0;0;0;1;0;0;0;0;0
Fotze;0;0;0;0;0;0;0;1;0
Fracksausen;0;0;0;0;1;0;0;0;0
fragwürdig;0;0;0;0;0;0;0;1;0
Fraktur;0;0;0;0;0;1;0;0;0
frappieren;0;0;0;0;0;0;1;0;0
Fratz;0;0;0;0;0;0;0;1;0
Fratze;0;0;1;0;0;0;0;1;0
fratze;0;0;0;0;0;0;0;1;0
fratzenhaft;0;0;0;0;0;0;0;1;0
Freak;0;0;0;0;0;0;0;1;0
frech;0;0;0;0;0;0;0;1;0
Frechdachs;0;0;0;0;0;0;0;1;0
Frechheit;0;0;0;0;0;0;0;1;0
Frechmops;0;0;0;0;0;0;0;1;0
Freifallbombe;0;0;0;0;0;0;0;1;0
Freizeit;0;0;0;1;0;0;0;0;0
Freizeitbad;0;0;0;1;0;0;0;0;0
Freizeitpark;0;0;0;1;0;0;0;0;0
Fremdgehen;0;0;0;0;0;1;0;0;0
frenetisch;0;0;0;1;0;0;0;0;0
Fress-Flash;0;0;0;0;0;0;0;1;0
Fressanfall;0;0;0;0;0;0;0;1;0
Fressattacke;0;0;0;0;0;0;0;1;0
Fresse;0;0;0;0;0;0;0;1;0
Freude;0;0;0;1;0;0;0;1;0
Freudenausbruch;0;0;0;1;0;0;0;0;0
Freudenbecher;0;0;0;1;0;0;0;0;0
Freudengeheul;0;0;0;1;0;0;0;0;0
Freudengeschrei;0;0;0;1;0;0;0;0;0
Freudenhaus;0;0;0;1;0;0;0;0;0
Freudenmädchen;0;0;0;1;0;0;0;0;0
Freudenschrei;0;0;0;1;0;0;0;0;0
Freudenschreie;0;0;0;1;0;0;0;0;0
Freudentaumel;0;0;0;1;0;0;0;0;0
freudestrahlend;0;0;0;1;0;0;0;0;0
freudig;0;0;0;1;0;0;0;0;0
Freudigkeit;0;0;0;1;0;0;0;0;0
freudlos;0;0;0;0;0;1;0;0;0
Freudlosigkeit;0;0;0;0;0;1;0;0;0
freudvoll;0;0;0;1;0;0;0;0;0
freuen;0;0;0;1;0;0;0;0;0
Freundchen;0;0;0;0;0;0;0;1;0
freundlich;0;0;0;1;0;0;0;0;0
Frevel;0;0;0;0;0;0;0;1;0
Frevler;0;0;0;0;0;0;0;1;0
Friede;0;0;0;1;0;0;0;0;0
Friedhof;0;0;0;0;1;0;0;0;0
friedlich;0;0;0;1;0;0;0;0;0
friedvoll;0;0;0;1;0;0;0;0;0
friemeln;0;0;0;0;0;0;0;1;0
Frischling;0;0;0;0;0;0;0;1;0
frivol;0;0;0;0;0;0;0;1;0
froh;0;0;0;1;0;0;0;0;0
frohgemut;0;0;0;1;0;0;0;0;0
Frohheit;0;0;0;1;0;0;0;0;0
fröhlich;0;0;0;1;0;0;0;0;0
Fröhlichkeit;0;0;0;1;0;0;0;0;0
Frohlocken;0;0;0;1;0;0;0;0;0
frohlocken;0;0;0;1;0;0;0;0;0
Frohlockung;0;0;0;1;0;0;0;0;0
Frohmut;0;0;0;1;0;0;0;0;0
frohmütig;0;0;0;1;0;0;0;0;0
Frohnatur;0;0;0;1;0;0;0;0;0
Frohsinn;0;0;0;1;0;0;0;0;0
Frolleinchen;0;0;0;0;0;0;0;1;0
frostig;0;0;0;0;0;1;0;0;0
frotzeln;0;0;0;0;0;0;0;1;0
Früchtchen;0;0;0;0;0;0;0;1;0
Früheinfädler;0;0;0;0;0;0;0;1;0
Frust;0;0;0;0;0;1;0;0;1
Frustration;0;0;0;0;0;1;0;0;1
frustrieren;0;0;0;0;0;1;0;0;1
frustrierend;0;0;0;0;0;1;0;0;0
frustriert;0;0;0;0;0;1;0;0;0
fuchsteufelswild;0;0;0;0;0;0;0;0;1
fuchteln;0;0;0;0;0;0;0;1;0
fuchtig;0;0;0;0;0;0;0;0;1
Fuck!;0;0;0;0;1;0;1;0;0
fuddeln;0;0;0;0;0;0;0;1;0
fudeln;0;0;0;0;0;0;0;1;0
füllig;0;0;0;0;0;0;0;1;0
fummeln;0;0;0;0;0;0;0;1;0
Fun;0;0;0;1;0;0;0;0;0
fünsch;0;0;0;0;0;0;0;0;1
Furcht;0;0;0;0;1;0;0;0;0
furchtbar;0;0;1;0;1;0;0;0;0
fürchten;0;0;0;0;1;0;0;0;0
fürchterlich;0;0;0;0;1;0;0;0;0
furchterregend;0;0;0;0;1;0;0;0;0
furchtsam;0;0;0;0;1;0;0;0;0
Furchtsamkeit;0;0;0;0;1;0;0;0;0
Furie;0;0;0;0;0;0;0;0;1
Furor;0;0;0;0;0;0;0;0;1
Furz;0;0;1;0;0;0;0;0;0
Furzidee;0;0;0;0;0;0;0;1;0
gaffen;0;0;0;0;0;0;0;1;0
gaga;0;0;0;0;0;0;0;1;0
gallig;0;0;0;0;0;0;0;1;1
Gammelfleisch;0;0;1;0;0;0;0;0;0
gammelig;0;0;1;0;0;0;0;1;0
gammeln;0;0;1;0;0;0;0;1;0
Gammler;0;0;0;0;0;0;0;1;0
gammlig;0;0;0;0;0;0;0;1;0
Gangster;0;0;0;0;0;0;0;1;0
Ganove;0;0;0;0;0;0;0;1;0
garstig;0;0;0;0;0;0;0;1;0
gastfreundlich;0;0;0;1;0;0;0;0;0
Gastfreundlichkeit;0;0;0;1;0;0;0;0;0
Gaudi;0;0;0;1;0;0;0;0;0
Gaudium;0;0;0;1;0;0;0;0;0
Gaukelei;0;0;0;0;0;0;0;1;0
Gaumenfreude;0;0;0;1;0;0;0;0;0
Gauner;0;0;0;0;0;0;0;1;0
Gaunerbande;0;0;0;0;0;0;0;1;0
Gaunerei;0;0;0;0;0;0;0;1;0
Geblubber;0;0;0;0;0;0;0;1;0
Gebrabbel;0;0;0;0;0;0;0;1;0
Gebrechen;0;0;0;0;0;1;0;0;0
Gebrüll;0;0;0;0;0;0;0;0;1
Gebuhe;0;0;0;0;0;0;0;1;0
Geburt;0;0;0;1;1;0;0;0;0
Gedankenfülle;0;0;0;0;0;1;0;0;0
gedankenlos;0;0;0;0;0;0;0;1;0
Gedankenlosigkeit;0;0;0;0;0;0;0;1;0
Gedankentiefe;0;0;0;0;0;1;0;0;0
Gedenken;0;0;0;1;0;0;0;0;0
Gedöns;0;0;0;0;0;0;0;1;0
Gedrücktheit;0;0;0;0;0;1;0;0;0
Geduldsfaden;0;0;0;0;0;0;0;0;1
Gefahr;0;0;0;0;1;0;0;0;0
Gefährdung;0;0;0;0;1;0;0;0;0
Gefahrenmeldung;0;0;0;0;0;0;1;0;0
gefährlich;0;0;0;0;1;0;0;0;0
Gefallen;0;0;0;1;0;0;0;0;0
Gefasel;0;0;0;0;0;0;0;1;0
Gefasstheit;0;0;0;0;0;1;0;0;0
Geflenne;0;0;0;0;0;1;0;0;0
Gefrett;0;0;0;0;0;0;0;0;1
gefrustet;0;0;0;0;0;1;0;1;0
gefügig;0;0;0;0;0;0;0;1;0
Gefühlsüberschwang;0;0;0;1;0;0;0;0;0
Gegenangriff;0;0;0;0;0;0;0;0;1
Gegrinse;0;0;0;0;0;0;0;1;0
Gehabe;0;0;0;0;0;0;0;1;0
gehaltlos;0;0;0;0;0;0;0;1;0
Gehaltlosigkeit;0;0;0;0;0;0;0;1;0
geharnischt;0;0;0;0;0;0;0;0;1
gehässig;0;0;0;0;0;0;0;1;1
Gehässigkeiten;0;0;0;0;0;0;0;0;1
gehemmt;0;0;0;0;1;0;0;0;0
geheuchelt;0;0;0;0;0;0;0;1;0
Geheul;0;0;0;0;0;1;0;0;0
Geheule;0;0;0;0;0;1;0;0;0
gehimmelt;0;0;0;0;0;0;0;1;0
gehirnamputiert;0;0;0;0;0;0;0;1;0
Gehirninfarkt;0;0;0;0;0;0;0;1;0
Gehirnschlag;0;0;0;0;0;0;0;1;0
geil;0;0;0;1;0;0;0;0;0
Geißel;0;0;0;0;0;1;0;0;0
geistesgestört;0;0;0;0;0;0;0;1;0
Geistesgestörter;0;0;0;0;0;0;0;1;0
geisteskrank;0;0;0;0;0;0;0;1;0
Geisteskranker;0;0;0;0;0;0;0;1;0
Geistesschwäche;0;0;0;0;0;0;0;1;0
geistlos;0;0;0;0;0;0;0;1;0
geisttötend;0;0;0;0;0;0;0;1;0
Geiz;0;0;0;0;0;0;0;1;0
Geizhals;0;0;0;0;0;0;0;1;0
Geizkragen;0;0;0;0;0;0;0;1;0
Gejammer;0;0;0;0;0;1;0;0;0
Gejammere;0;0;0;0;0;1;0;0;0
gejammert;0;0;0;0;0;1;0;0;0
Gejohl;0;0;0;1;0;0;0;0;0
Gejohle;0;0;0;1;0;0;0;0;0
Gejubel;0;0;0;1;0;0;0;0;0
Gejuchze;0;0;0;1;0;0;0;0;0
Gekicher;0;0;0;1;0;0;0;0;0
gekränkt;0;0;0;0;0;1;0;0;0
Gekünsteltheit;0;0;0;0;0;0;0;1;0
Gelaber;0;0;0;0;0;0;0;1;0
Gelärm;0;0;0;0;0;0;0;1;0
Gelärme;0;0;0;0;0;0;0;1;0
Gelassenheit;0;0;0;0;0;1;0;0;0
geläufig;0;0;0;0;0;0;0;1;0
gelitten;0;0;0;0;0;1;0;0;0
gelöst;0;0;0;1;0;0;0;0;0
gemein;0;0;0;0;0;0;0;1;1
Gemeinplatz;0;0;0;0;0;0;0;1;0
Gemunkel;0;0;0;0;0;0;0;1;0
Gemütsbewegung;0;0;0;0;0;0;0;1;0
genehmigen;0;0;0;1;0;0;0;0;0
genial;0;0;0;1;0;0;0;0;0
genießen;0;0;0;1;0;0;0;0;0
genießerisch;0;0;0;1;0;0;0;0;0
Genuss;0;0;0;1;0;0;0;0;0
Genuß;0;0;0;1;0;0;0;0;0
genüßlich;0;0;0;1;0;0;0;0;0
genussvoll;0;0;0;1;0;0;0;0;0
genußvoll;0;0;0;1;0;0;0;0;0
Geplänkel;0;0;0;0;0;0;0;1;1
geplättet;0;0;0;0;0;0;1;0;0
Geprotze;0;0;0;0;0;0;0;1;0
gequält;0;0;0;0;0;1;0;0;0
Geraffel;0;0;0;0;0;0;0;1;0
Gerede;0;0;0;0;0;0;0;1;0
gereizt;0;0;0;0;0;0;0;0;1
Gereiztheit;0;0;0;0;0;0;0;0;1
Gerichtsvollzieher;0;0;0;0;1;0;0;0;0
Geringachtung;0;0;0;0;0;0;0;1;0
Geringfügigkeit;0;0;0;0;0;0;0;1;0
geringschätzen;0;0;0;0;0;0;0;1;0
geringschätzig;0;0;0;0;0;0;0;1;0
Geringschätzung;0;0;0;0;0;0;0;1;0
Gernegroß;0;0;0;0;0;0;0;1;0
Geruchsbelästigung;0;0;1;0;0;0;0;0;0
Geruchsbildung;0;0;1;0;0;0;0;0;0
Gesäusel;0;0;0;0;0;0;0;1;0
geschmacklos;0;0;0;0;0;0;0;1;0
Geschmacklosigkeit;0;0;1;0;0;0;0;1;0
geschmeichelt;0;0;0;1;0;0;0;0;0
Geschmeiß;0;0;1;0;0;0;0;1;0
geschmerzt;0;0;0;0;0;1;0;0;0
geschmückt;0;0;0;1;0;0;0;0;0
geschockt;0;0;0;0;0;0;1;0;0
Geschöpf;0;0;0;0;0;0;0;1;0
Geschrei;0;0;0;0;0;0;1;0;0
Geschwafel;0;0;0;0;0;0;0;1;0
Geschwalle;0;0;0;0;0;0;0;1;0
Geschwätz;0;0;0;0;0;0;0;1;0
geschwind;0;0;0;0;0;0;1;0;0
Geschwurbel;0;0;0;0;0;0;0;1;0
Geseiche;0;0;0;0;0;0;0;1;0
Geseiere;0;0;0;0;0;0;0;1;0
Geseire;0;0;0;0;0;0;0;1;0
gesellig;0;0;0;1;0;0;0;0;0
Gesichtsverlust;0;0;0;0;0;1;0;1;0
Gesindel;0;0;0;0;0;0;0;1;0
Gesocks;0;0;0;0;0;0;0;1;0
gespenstisch;0;0;0;0;1;0;0;0;0
Gespött;0;0;0;0;0;0;0;1;0
Geständnis;0;0;0;0;0;0;1;0;0
Gestank;0;0;1;0;0;0;0;0;0
gestreßt;0;0;0;0;1;0;0;0;0
Gestümper;0;0;0;0;0;0;0;1;0
Gesülze;0;0;0;0;0;0;0;1;0
Gesums;0;0;0;0;0;0;0;1;0
gesund;0;0;0;1;0;0;0;0;0
getrauert;0;0;0;0;0;1;0;0;0
getrennt;0;0;0;0;0;1;0;0;0
Getreuer;0;0;0;0;0;0;0;1;0
Getue;0;0;0;0;0;0;0;1;0
Gewalt;0;0;0;0;1;0;0;0;1
Gewaltmensch;0;0;0;0;0;0;0;1;0
Gewalttäter;0;0;0;0;0;0;0;1;0
Gewalttätige;0;0;0;0;1;0;0;0;0
Gewalttätigkeit;0;0;0;0;0;0;0;1;0
Gewäsch;0;0;0;0;0;0;0;1;0
geweint;0;0;0;0;0;1;0;0;0
Gewerbe;0;0;0;0;0;0;0;1;0
Gewese;0;0;0;0;0;0;0;1;0
Gewinn;0;0;0;1;0;0;0;0;0
gewinnbringend;0;0;0;1;0;0;0;0;0
gewinnen;0;0;0;1;0;0;0;0;0
gewöhnlich;0;0;0;0;0;0;0;1;0
Gewölle;0;0;0;0;0;0;0;1;0
Gezeter;0;0;0;0;0;1;0;0;0
Geziere;0;0;0;0;0;0;0;1;0
Gfrett;0;0;0;0;0;0;0;0;1
gieren;0;0;0;0;0;0;0;1;0
giftig;0;0;0;0;0;0;0;0;1
gigantisch;0;0;0;1;0;0;0;0;0
glänzend;0;0;0;1;0;0;0;0;0
glanzvoll;0;0;0;1;0;0;0;0;0
glattzüngig;0;0;0;0;0;0;0;1;0
gleichförmig;0;0;0;0;0;0;0;1;0
Gleichgültigkeit;0;0;0;0;0;1;0;1;0
Gleichmut;0;0;0;0;0;1;0;0;0
Gleichmütigkeit;0;0;0;0;0;1;0;0;0
glotzen;0;0;0;0;0;0;0;1;0
Glück;0;0;0;1;0;0;0;0;0
glücken;0;0;0;1;0;0;0;0;0
glücklich;0;0;0;1;0;0;0;0;0
glücklicherweise;0;0;0;1;0;0;0;0;0
glücklos;0;0;0;0;0;1;0;0;0
Glückloskeit;0;0;0;0;0;1;0;0;0
Glücksache;0;0;0;1;0;0;0;0;0
glücksbringend;0;0;0;1;0;0;0;0;0
Glücksbringer;0;0;0;1;0;0;0;0;0
glückselig;0;0;0;1;0;0;0;0;0
Glückseligkeit;0;0;0;1;0;0;0;0;0
Glücksfall;0;0;0;1;0;0;0;0;0
Glücksfund;0;0;0;1;0;0;0;0;0
Glücksgefühl;0;0;0;1;0;0;0;0;0
Glücksgriff;0;0;0;1;0;0;0;0;0
Glücksjäger;0;0;0;1;0;0;0;0;0
Glückskäfer;0;0;0;1;0;0;0;0;0
Glückslos;0;0;0;1;0;0;0;0;0
Glückspilz;0;0;0;1;0;0;0;0;0
Glücksritter;0;0;0;1;0;0;0;0;0
Glückssache;0;0;0;1;0;0;0;0;0
Glücksspieler;0;0;0;1;0;0;0;0;0
Glücksstern;0;0;0;1;0;0;0;0;0
glückstrahlend;0;0;0;1;0;0;0;0;0
Glückstreffer;0;0;0;1;0;0;0;0;0
Glücksumstand;0;0;0;1;0;0;0;0;0
Glückwunsch;0;0;0;1;0;0;0;0;0
Glückwünschender;0;0;0;1;0;0;0;0;0
glühend;0;0;0;1;0;0;0;0;0
Glühwürmchen;0;0;0;1;0;0;0;0;0
Gnade;0;0;0;0;0;1;0;0;0
gnädig;0;0;0;0;0;0;0;1;0
gnatzig;0;0;0;0;0;0;0;0;1
Gnom;0;0;0;0;0;0;0;1;0
gönnerhaft;0;0;0;0;0;0;0;1;0
Gör;0;0;0;0;0;0;0;1;0
gotteslästerlich;0;0;0;0;0;0;0;1;0
göttlich;0;0;0;1;0;0;0;0;0
gottverdammmich;0;0;0;0;0;0;1;1;1
gottverdammt;0;0;0;0;0;0;0;1;0
gottverflucht;0;0;0;0;0;0;0;1;0
Grab;0;0;0;0;1;0;0;0;0
Grabrede;0;0;0;0;0;1;0;0;0
Gram;0;0;0;0;0;1;0;0;0
gram;0;0;0;0;0;0;0;0;1
grandios;0;0;0;1;0;0;0;0;0
Grant;0;0;0;0;0;1;0;0;1
granteln;0;0;0;0;0;0;0;1;0
grantig;0;0;0;0;0;0;0;1;1
grässlich;0;0;1;0;0;0;0;0;0
gräßlich;0;0;0;0;1;0;0;0;0
grätig;0;0;0;0;0;0;0;0;1
gratulieren;0;0;0;1;0;0;0;0;0
Gräuel;0;0;1;0;0;0;0;0;0
Gräueltat;0;0;1;0;0;0;0;0;0
Grauen;0;0;0;0;1;0;0;0;0
grauen;0;0;0;0;1;0;0;0;0
grauenerregend;0;0;0;0;1;0;0;0;0
grauenhaft;0;0;1;0;1;0;0;0;0
grauenvoll;0;0;1;0;1;0;0;0;0
graulen;0;0;1;0;0;0;0;0;0
gräulich;0;0;0;0;1;0;0;0;0
Graupe;0;0;0;0;0;0;0;1;0
Graus;0;0;1;0;1;0;0;0;0
grausam;0;0;0;0;1;0;0;0;1
Grausamkeit;0;0;0;0;1;0;0;0;0
Grausen;0;0;0;0;1;0;0;0;0
grausen;0;0;0;0;1;0;0;0;0
grausig;0;0;1;0;1;0;0;0;0
grauslich;0;0;1;0;1;0;0;0;0
Greenhorn;0;0;0;0;0;0;0;1;0
grellbunt;0;0;0;0;0;0;0;1;0
grenzdebil;0;0;0;0;0;0;0;1;0
grenzenlos;0;0;0;1;0;0;0;0;0
grenzwertig;0;0;0;0;0;0;0;1;0
Greuel;0;0;1;0;1;0;0;0;0
greulich;0;0;1;0;0;0;0;0;0
grienen;0;0;0;0;0;0;0;1;0
Griesgram;0;0;0;0;0;1;0;0;0
griesgrämig;0;0;0;0;0;0;0;1;0
Grimm;0;0;0;0;0;0;0;0;1
grimmig;0;0;0;0;0;0;0;0;1
grinsen;0;0;0;0;0;0;0;1;0
grobfahrlässig;0;0;0;0;0;0;0;1;0
grobhumorig;0;0;0;0;0;0;0;1;0
groggy;0;0;0;0;0;0;0;1;0
Groll;0;0;0;0;0;1;0;0;1
grollen;0;0;0;0;0;0;0;0;1
Groschenheft;0;0;0;0;0;0;0;1;0
Groschenroman;0;0;0;0;0;0;0;1;0
großartig;0;0;0;1;0;0;0;0;0
großherzig;0;0;0;1;0;0;0;0;0
Großkotz;0;0;0;0;0;0;0;1;0
großkotzig;0;0;0;0;0;0;0;1;0
Großmaul;0;0;0;0;0;0;0;1;0
großmäulig;0;0;0;0;0;0;0;1;0
großmundig;0;0;0;0;0;0;0;1;0
großmütig;0;0;0;1;0;0;0;0;0
Großschnauze;0;0;0;0;0;0;0;1;0
großschnauzig;0;0;0;0;0;0;0;1;0
Großsprecher;0;0;0;0;0;0;0;1;0
großspurig;0;0;0;0;0;0;0;1;0
Großtuer;0;0;0;0;0;0;0;1;0
großtuerisch;0;0;0;0;0;0;0;1;0
grotesk;0;0;0;0;0;0;0;1;0
Groteske;0;0;0;0;0;0;0;1;0
grottenhässlich;0;0;0;0;0;0;0;1;0
grottenschlecht;0;0;0;0;0;0;0;1;0
grottenübel;0;0;1;0;0;0;0;0;0
grottig;0;0;0;0;0;0;0;1;0
Grundstufe;0;0;0;0;0;0;0;1;0
Grünschnabel;0;0;0;0;0;0;0;1;0
Grusel;0;0;0;0;1;0;0;0;0
gruselig;0;0;0;0;1;0;0;0;0
gruseln;0;0;0;0;1;0;0;0;0
gruslig;0;0;0;0;1;0;0;0;0
Gschmäckle;0;0;0;0;0;0;0;1;0
Gunst;0;0;0;0;0;1;0;0;0
gut;0;0;0;1;0;0;0;0;0
gutartig;0;0;0;1;0;0;0;0;0
gutgläubig;0;0;0;0;0;0;0;1;0
gütig;0;0;0;1;0;0;0;0;0
gütlich;0;0;0;1;0;0;0;0;0
gutwillig;0;0;0;0;0;0;0;1;0
haarspalterisch;0;0;0;0;0;0;0;1;0
haarsträubend;0;0;0;0;0;0;0;1;0
Hackfresse;0;0;0;0;0;0;0;1;0
Hader;0;0;0;0;0;0;0;0;1
Haderlump;0;0;0;0;0;0;0;1;0
hadern;0;0;0;0;1;0;0;0;0
Hades;0;0;0;0;0;1;0;0;0
Haft;0;0;0;0;1;0;0;0;0
Hakelei;0;0;0;0;0;0;0;0;1
Halbdackel;0;0;0;0;0;0;0;1;0
halbernst;0;0;0;0;0;0;0;1;0
Halbgescheiter;0;0;0;0;0;0;0;1;0
hallo!;0;0;0;1;0;0;0;0;0
hallöchen!;0;0;0;1;0;0;0;0;0
Hallodri;0;0;0;0;0;0;0;1;0
hallöle!;0;0;0;1;0;0;0;0;0
Halsabschneider;0;0;0;0;1;0;0;0;0
haltlos;0;0;0;0;0;0;0;1;0
Halunke;0;0;0;0;0;0;0;1;0
Häme;0;0;0;0;0;0;0;1;0
hämisch;0;0;0;0;0;0;0;1;0
Hammer!;0;0;0;0;0;0;1;0;0
hammergeil;0;0;0;1;0;0;0;0;0
Handgeklapper;0;0;0;1;0;0;0;0;0
Handlanger;0;0;0;0;0;0;0;1;0
hanebüchen;0;0;0;0;0;0;0;1;0
Hänfling;0;0;0;0;0;0;0;1;0
Hanswurst;0;0;0;0;0;0;0;1;0
happy;0;0;0;1;0;0;0;0;0
Harlekin;0;0;0;0;0;0;0;1;0
Harnisch;0;0;0;0;0;0;0;0;1
harsch;0;0;0;0;0;0;1;0;0
Härte;0;0;0;0;0;0;0;0;1
Hartgeldnutte;0;0;0;0;0;0;0;1;0
Hartnäckigkeit;0;0;0;0;0;0;0;1;0
Hasenfuß;0;0;0;0;1;0;0;1;0
hasenfüßig;0;0;0;0;1;0;0;1;0
hasenherzig;0;0;0;0;1;0;0;1;0
Hass;0;0;0;0;0;0;0;0;1
hassen;0;0;0;0;0;0;0;0;1
hässlich;0;0;0;0;0;0;0;1;0
hau-drauf-mäßig;0;0;0;0;0;0;1;0;0
Hautblase;0;0;1;0;0;0;0;0;0
HB-Männchen;0;0;0;0;0;0;0;0;1
Heckenpenner;0;0;0;0;0;0;0;1;0
Heckmeck;0;0;0;0;0;0;0;1;0
heftig;0;0;0;0;0;0;1;0;1
heftig!;0;0;0;0;0;0;1;0;0
Heftigkeit;0;0;0;0;0;1;0;0;0
Heftroman;0;0;0;0;0;0;0;1;0
Heidenangst;0;0;0;0;1;0;0;0;0
heikel;0;0;0;0;1;0;0;0;0
Heil;0;0;0;1;0;0;0;0;0
heilfroh;0;0;0;1;0;0;0;0;0
Heimsuchung;0;0;0;0;0;1;0;0;0
heimtückisch;0;0;0;0;0;0;0;1;0
Heini;0;0;0;0;0;0;0;1;0
Heiopei;0;0;0;0;0;0;0;1;0
heiter;0;0;0;1;0;0;0;0;0
heitere;0;0;0;1;0;0;0;0;0
Heiterkeit;0;0;0;1;0;0;0;0;0
Hektik;0;0;0;0;0;0;1;0;0
herabblicken;0;0;0;0;0;0;0;1;0
herablassend;0;0;0;0;0;0;0;1;0
Herablassung;0;0;0;0;0;0;0;1;0
herabschauen;0;0;0;0;0;0;0;1;0
herabsehen;0;0;0;0;0;0;0;1;0
herabsetzen;0;0;0;0;0;0;0;1;0
herabsetzend;0;0;0;0;0;0;0;1;0
Herabsetzung;0;0;0;0;0;0;0;1;0
herabstufen;0;0;0;0;0;0;0;1;0
herabwürdigen;0;0;0;0;0;0;0;1;0
Herabwürdigung;0;0;0;0;0;0;0;1;0
herabwürtigen;0;0;0;0;0;0;0;1;0
Heranwachsender;0;0;0;0;0;0;0;1;0
herausfordernd;0;0;0;0;0;0;0;1;0
Herausforderung;0;0;0;0;1;0;0;0;0
herausragend;0;0;0;1;0;0;0;0;0
herbeisehnen;0;0;0;0;0;1;0;1;0
herbeiwünschen;0;0;0;0;0;1;0;1;0
hereinlegen;0;0;0;0;0;0;0;1;0
hereinplatzen;0;0;0;0;0;0;1;0;0
hereinschneien;0;0;0;0;0;0;1;0;0
hergebracht;0;0;0;0;0;0;0;1;0
herkömmlich;0;0;0;0;0;0;0;1;0
herrlich;0;0;0;1;0;0;0;0;0
Herrschaftszeiten!;0;0;0;0;0;0;1;0;0
herumalbern;0;0;0;1;0;0;0;1;0
herumblödeln;0;0;0;1;0;0;0;1;0
herumfuchteln;0;0;0;0;0;0;0;1;0
herumgammeln;0;0;0;0;0;0;0;1;0
Herumgealber;0;0;0;0;0;0;0;1;0
Herumgeblödel;0;0;0;0;0;0;0;1;0
Herumgejammer;0;0;0;0;0;1;0;0;0
herumhängen;0;0;0;0;0;0;0;1;0
herumkalbern;0;0;0;1;0;0;0;1;0
herumkaspern;0;0;0;1;0;0;0;1;0
herumkritisieren;0;0;0;0;0;0;0;1;0
Herumlärmen;0;0;0;0;0;0;0;1;0
herumlungern;0;0;0;0;0;0;0;1;0
herummäkeln;0;0;0;0;0;0;0;1;0
herummaulen;0;0;0;0;0;0;0;1;0
herummeckern;0;0;0;0;0;0;0;1;0
herummotzen;0;0;0;0;0;0;0;1;0
herumnörgeln;0;0;0;0;0;0;0;1;0
herumpöbeln;0;0;0;0;0;0;0;1;0
